"julia_version_prefix","client_type","date","request_addrs","request_count","successes","cache_misses","body_bytes_sent","request_time"
"1.10.0-DEV","ci","2023-08-14",18,11171,7041,3,5602890115,264.726
"1.10.0-DEV","ci","2023-08-15",7,3533,2222,0,1887203682,52.394
"1.10.0-DEV","ci","2023-08-16",3,1506,947,0,760815473,48.199
"1.10.0-DEV","ci","2023-08-17",10,11563,7103,1,5870289115,366.976
"1.10.0-DEV","ci","2023-08-18",2,453,281,0,14162044,0.537
"1.10.0-DEV","ci","2023-08-19",6,10417,6473,0,5346665776,155.582
"1.10.0-DEV","ci","2023-08-21",17,9116,5645,0,4609573771,380.092
"1.10.0-DEV","ci","2023-08-22",8,4330,2746,3,2266240847,105.231
"1.10.0-DEV","ci","2023-08-23",21,5854,3701,10,3037656148,229.668
"1.10.0-DEV","ci","2023-08-24",18,10057,6309,1,4588156224,428.889
"1.10.0-DEV","ci","2023-08-25",1,1484,936,0,752231236,7.714
"1.10.0-DEV","ci","2023-08-28",21,3098,1970,0,1520547106,106.47
"1.10.0-DEV","ci","2023-08-29",17,1623,1050,2,761356614,52.062
"1.10.0-DEV","ci","2023-08-31",6,52,44,0,376880,0.007
"1.10.0-DEV","ci","2023-09-01",15,4432,2839,0,2266541056,108.368
"1.10.0-DEV","ci","2023-09-02",1,1495,945,5,747055789,8.124
"1.10.0-DEV","ci","2023-09-03",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2023-09-04",4,66,60,0,558490,0.006
"1.10.0-DEV","ci","2023-09-05",28,210,174,0,1494820,0.03
"1.10.0-DEV","ci","2023-09-06",30,283,236,0,38469127,21.888
"1.10.0-DEV","ci","2023-09-07",21,166,145,0,1305709,0.019
"1.10.0-DEV","ci","2023-09-08",5,27,22,0,182173,0.006
"1.10.0-DEV","ci","2023-09-11",43,306,266,0,2397724,0.034
"1.10.0-DEV","ci","2023-09-12",40,255,216,0,1877439,0.031
"1.10.0-DEV","ci","2023-09-13",18,103,88,0,735271,0.011
"1.10.0-DEV","ci","2023-09-14",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2023-09-15",8,52,44,0,376880,0.007
"1.10.0-DEV","ci","2023-09-18",8,50,43,0,370515,0.007
"1.10.0-DEV","ci","2023-09-19",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2023-09-25",9,18,10,0,1252,0.005
"1.10.0-DEV","ci","2023-09-26",2,33,33,0,369268,0
"1.10.0-DEV","ci","2023-09-27",14,1360,837,0,697204781,87.745
"1.10.0-DEV","ci","2023-10-03",3,3026,1908,0,1557465390,122.958
"1.10.0-DEV","ci","2023-10-05",8,52,44,0,376880,0.005
"1.10.0-DEV","ci","2023-10-06",17,70,53,0,377717,0.011
"1.10.0-DEV","ci","2023-10-10",2,4,2,0,186,0.001
"1.10.0-DEV","ci","2023-10-11",1,2,1,0,93,0.002
"1.10.0-DEV","ci","2023-10-18",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2023-10-19",18,36,18,0,1674,0.023
"1.10.0-DEV","ci","2023-10-20",5,42,39,0,376415,0.005
"1.10.0-DEV","ci","2023-10-23",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2023-10-24",8,52,44,0,376880,0.01
"1.10.0-DEV","ci","2023-10-26",2,4,2,0,186,0.003
"1.10.0-DEV","ci","2023-10-30",10,1733,1090,0,844093817,1808.372
"1.10.0-DEV","ci","2023-10-31",14,6015,3805,0,3207598108,3535.027
"1.10.0-DEV","ci","2023-11-01",6,5689,3624,0,3079381345,3330.892
"1.10.0-DEV","ci","2023-11-02",2,45,33,0,22753585,0.652
"1.10.0-DEV","ci","2023-11-03",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2023-11-22",2,4,2,0,186,0.002
"1.10.0-DEV","ci","2023-11-23",2,4,2,0,186,0.001
"1.10.0-DEV","ci","2023-11-27",2,4,2,0,186,0.002
"1.10.0-DEV","ci","2023-11-30",5,75,55,0,38423490,0.034
"1.10.0-DEV","ci","2023-12-13",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2023-12-14",2,4,2,0,186,0.002
"1.10.0-DEV","ci","2023-12-15",2,4,2,0,186,0.026
"1.10.0-DEV","ci","2023-12-18",3,6,3,0,279,0.005
"1.10.0-DEV","ci","2023-12-19",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2024-01-15",3,6,3,0,279,0.004
"1.10.0-DEV","ci","2024-01-18",31,206,175,0,1507427,0.313
"1.10.0-DEV","ci","2024-01-21",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2024-01-22",16,104,88,0,753760,0.13
"1.10.0-DEV","ci","2024-01-23",40,260,220,0,1884400,0.301
"1.10.0-DEV","ci","2024-01-28",8,20,12,0,1760,0.012
"1.10.0-DEV","ci","2024-01-29",2,32,32,0,375120,0.043
"1.10.0-DEV","ci","2024-01-31",1,2,1,0,93,0.002
"1.10.0-DEV","ci","2024-02-01",10,56,46,0,377066,0.066
"1.10.0-DEV","ci","2024-02-02",11,58,47,0,377159,0.062
"1.10.0-DEV","ci","2024-02-06",10,56,46,0,377066,0.051
"1.10.0-DEV","ci","2024-02-07",40,224,184,0,1508264,0.258
"1.10.0-DEV","ci","2024-02-08",10,56,46,0,377066,0.099
"1.10.0-DEV","ci","2024-02-09",39,188,148,0,1132128,0.192
"1.10.0-DEV","ci","2024-02-10",2,30,22,0,15908460,0.112
"1.10.0-DEV","ci","2024-02-12",41,304,260,0,2260908,0.5
"1.10.0-DEV","ci","2024-02-20",33,210,177,0,1507613,11.087
"1.10.0-DEV","ci","2024-02-27",29,202,173,0,1507241,0.235
"1.10.0-DEV","ci","2024-02-28",12,24,12,0,1116,0.012
"1.10.0-DEV","ci","2024-02-29",8,80,76,0,752644,0.129
"1.10.0-DEV","ci","2024-03-15",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2024-03-18",17,106,89,0,753853,0.143
"1.10.0-DEV","ci","2024-03-19",32,146,113,0,757373,0.143
"1.10.0-DEV","ci","2024-03-20",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2024-03-21",19,110,91,0,754039,0.109
"1.10.0-DEV","ci","2024-03-22",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2024-03-25",8,2476,1568,0,1373996536,19.996
"1.10.0-DEV","ci","2024-04-01",1,2,1,0,93,0.002
"1.10.0-DEV","ci","2024-04-02",2,4,2,0,186,0.003
"1.10.0-DEV","ci","2024-04-03",3,6,3,0,279,0.003
"1.10.0-DEV","ci","2024-04-04",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2024-04-07",2,4,2,0,186,0.002
"1.10.0-DEV","ci","2024-04-08",2,4,2,0,186,0.002
"1.10.0-DEV","ci","2024-04-09",6,30,24,0,188626,0.035
"1.10.0-DEV","ci","2024-04-10",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2024-04-11",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2024-04-15",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2024-04-16",1,2,1,0,93,0.001
"1.10.0-DEV","ci","2024-04-18",37,3157,1514,2,866910763,13.905
"1.10.0-DEV","ci","2024-04-23",3,6,3,0,274,0.003
"1.10.0-DEV","ci","2024-04-24",17,106,35,0,198720,0.074
"1.10.0-DEV","user","2023-04-26",113,3015,2361,72,3963726502,391.786
"1.10.0-DEV","user","2023-04-27",101,3808,2684,23,5861431815,175.29
"1.10.0-DEV","user","2023-04-28",118,3638,2603,7,2624171075,596.415
"1.10.0-DEV","user","2023-04-29",67,6658,4405,7,4502434719,211.161
"1.10.0-DEV","user","2023-04-30",60,6926,4704,19,9294123428,260.369
"1.10.0-DEV","user","2023-05-01",78,2164,1715,14,1806984827,550.408
"1.10.0-DEV","user","2023-05-02",100,2754,2253,12,4270062227,385.368
"1.10.0-DEV","user","2023-05-03",89,1726,1271,9,5028429503,780.704
"1.10.0-DEV","user","2023-05-04",118,4476,3377,62,6648714868,326.254
"1.10.0-DEV","user","2023-05-05",107,5672,3935,22,10419208686,2419.781
"1.10.0-DEV","user","2023-05-06",58,1074,796,5,1525326811,53.307
"1.10.0-DEV","user","2023-05-07",53,1957,1383,14,3949955117,359.273
"1.10.0-DEV","user","2023-05-08",91,5624,3815,5,5304560431,316.361
"1.10.0-DEV","user","2023-05-09",99,6610,4484,21,7262258762,255.969
"1.10.0-DEV","user","2023-05-10",121,3438,2817,37,7090144057,175.442
"1.10.0-DEV","user","2023-05-11",121,5053,3585,16,6656599112,251.238
"1.10.0-DEV","user","2023-05-12",124,6393,4631,28,9156650351,584.215
"1.10.0-DEV","user","2023-05-13",57,4040,2721,5,2474115013,1547.292
"1.10.0-DEV","user","2023-05-14",59,5801,3848,28,4869780688,215.034
"1.10.0-DEV","user","2023-05-15",99,5573,3922,32,4642076400,409.646
"1.10.0-DEV","user","2023-05-16",105,1672,1256,27,2952037476,425.301
"1.10.0-DEV","user","2023-05-17",92,5954,4080,38,3694971855,236.292
"1.10.0-DEV","user","2023-05-18",88,4838,3304,21,3553538212,76.592
"1.10.0-DEV","user","2023-05-19",99,1983,1574,34,7743860048,484.752
"1.10.0-DEV","user","2023-05-20",48,2434,1597,5,4327934354,2924.569
"1.10.0-DEV","user","2023-05-21",52,1010,745,1,1434057140,32.599
"1.10.0-DEV","user","2023-05-22",87,3626,2482,13,2555788788,180.322
"1.10.0-DEV","user","2023-05-23",88,3315,2411,13,3690284527,158.091
"1.10.0-DEV","user","2023-05-24",96,2655,2162,16,3235922097,157.42
"1.10.0-DEV","user","2023-05-25",89,3560,2573,22,4621406870,136.273
"1.10.0-DEV","user","2023-05-26",92,1723,1328,18,2211018709,155.436
"1.10.0-DEV","user","2023-05-27",56,824,625,13,1436600146,70.093
"1.10.0-DEV","user","2023-05-28",56,2272,1528,3,1807750075,21.224
"1.10.0-DEV","user","2023-05-29",62,1280,947,12,2131947665,121.163
"1.10.0-DEV","user","2023-05-30",76,2974,2532,30,2313626224,98.606
"1.10.0-DEV","user","2023-05-31",90,2637,2134,21,3589229628,256.746
"1.10.0-DEV","user","2023-06-01",87,2834,2398,30,2355270160,178.603
"1.10.0-DEV","user","2023-06-02",89,2371,1906,10,1943458588,53.086
"1.10.0-DEV","user","2023-06-03",51,892,669,2,1049804245,8.645
"1.10.0-DEV","user","2023-06-04",55,1264,981,8,5770050397,330.533
"1.10.0-DEV","user","2023-06-05",84,2324,1652,39,2008701076,83.277
"1.10.0-DEV","user","2023-06-06",83,2342,1844,59,3776474212,339.332
"1.10.0-DEV","user","2023-06-07",85,4827,3320,62,3412711568,113.845
"1.10.0-DEV","user","2023-06-08",67,1797,1436,8,1407696402,296.01
"1.10.0-DEV","user","2023-06-09",91,2188,1708,21,3136546795,75.11
"1.10.0-DEV","user","2023-06-10",51,1304,999,15,1729974824,133.124
"1.10.0-DEV","user","2023-06-11",56,2760,1891,19,3533512457,1188.583
"1.10.0-DEV","user","2023-06-12",81,2623,2115,21,4310491351,1727.408
"1.10.0-DEV","user","2023-06-13",78,2677,2156,16,5401704412,71.683
"1.10.0-DEV","user","2023-06-14",73,1767,1324,14,5765351818,1125.471
"1.10.0-DEV","user","2023-06-15",83,2100,1671,14,4435725394,117.503
"1.10.0-DEV","user","2023-06-16",96,2423,2014,63,7650397359,153.065
"1.10.0-DEV","user","2023-06-17",43,975,700,2,1132423198,22.428
"1.10.0-DEV","user","2023-06-18",55,1481,1167,7,1842525496,28.187
"1.10.0-DEV","user","2023-06-19",86,4118,3178,18,4783274082,77.401
"1.10.0-DEV","user","2023-06-20",94,4888,3147,10,7709575543,401.863
"1.10.0-DEV","user","2023-06-21",82,4139,2915,20,2457734807,668.409
"1.10.0-DEV","user","2023-06-22",101,3681,2394,20,4923442003,3266.643
"1.10.0-DEV","user","2023-06-23",99,2364,1879,52,2284646639,1117.016
"1.10.0-DEV","user","2023-06-24",59,1217,907,29,1447009752,121.635
"1.10.0-DEV","user","2023-06-25",52,1086,816,6,1279207708,22.365
"1.10.0-DEV","user","2023-06-26",103,2210,1756,15,7861890189,177.868
"1.10.0-DEV","user","2023-06-27",92,3651,2568,29,3391701201,166.918
"1.10.0-DEV","user","2023-06-28",90,2378,1837,31,9045042047,730.157
"1.10.0-DEV","user","2023-06-29",106,2665,2183,17,5516907705,48.212
"1.10.0-DEV","user","2023-06-30",93,2108,1557,33,3668747419,125.795
"1.10.0-DEV","user","2023-07-01",49,3304,2357,8,2880650513,118.549
"1.10.0-DEV","user","2023-07-02",57,1238,938,26,1483018126,106
"1.10.0-DEV","user","2023-07-03",83,1749,1414,10,1907943868,136.527
"1.10.0-DEV","user","2023-07-04",36,1103,953,8,892827050,9.145
"1.10.0-DEV","user","2023-07-05",35,578,470,7,1888000180,22.599
"1.10.0-DEV","user","2023-07-06",32,478,377,12,1095725294,24.562
"1.10.0-DEV","user","2023-07-07",15,219,190,2,328318012,2.369
"1.10.0-DEV","user","2023-07-15",7,162,145,5,105960911,3.586
"1.10.0-DEV","user","2023-07-16",8,268,240,0,193864925,0.695
"1.10.0-DEV","user","2023-07-17",9,148,107,0,137638556,1.048
"1.10.0-DEV","user","2023-07-18",10,432,393,3,423147908,2.474
"1.10.0-DEV","user","2023-07-19",8,94,65,2,96427434,2.843
"1.10.0-DEV","user","2023-07-20",12,191,149,2,220018957,42.56
"1.10.0-DEV","user","2023-07-21",6,134,117,0,115742755,0.048
"1.10.0-DEV","user","2023-07-22",3,59,43,1,22748866,92.849
"1.10.0-DEV","user","2023-07-23",2,142,131,1,105213213,3.056
"1.10.0-DEV","user","2023-07-24",8,148,123,1,148390977,7.753
"1.10.0-DEV","user","2023-07-25",9,1937,1335,27,1298258154,33.302
"1.10.0-DEV","user","2023-07-26",8,4626,2978,7,3047074602,32.671
"1.10.0-DEV","user","2023-07-27",9,385,353,17,820703646,17.295
"1.10.0-DEV","user","2023-07-28",5,133,118,2,118968756,0.65
"1.10.0-DEV","user","2023-07-29",3,21,16,0,6936511,0.005
"1.10.0-DEV","user","2023-07-30",8,26,15,0,19384172,0.49
"1.10.0-DEV","user","2023-07-31",3,20,14,0,6845016,0.033
"1.10.0-DEV","user","2023-08-01",5,25,17,0,39455970,0.115
"1.10.0-DEV","user","2023-08-02",7,514,490,1,357556697,0.81
"1.10.0-DEV","user","2023-08-03",6,342,319,4,411888073,9.663
"1.10.0-DEV","user","2023-08-04",6,1538,982,12,843225178,26.632
"1.10.0-DEV","user","2023-08-06",1,61,43,0,82166995,0.025
"1.10.0-DEV","user","2023-08-07",5,1793,1186,3,963263927,10.049
"1.10.0-DEV","user","2023-08-08",8,202,162,3,156069233,0.694
"1.10.0-DEV","user","2023-08-09",6,10418,6620,6,5328909106,61.247
"1.10.0-DEV","user","2023-08-10",5,9927,6288,0,4939898822,48.601
"1.10.0-DEV","user","2023-08-11",4,11758,7413,0,5945263014,75.442
"1.10.0-DEV","user","2023-08-12",4,19138,12098,1,9659621758,106.792
"1.10.0-DEV","user","2023-08-13",4,8808,5543,0,4465864492,58.41
"1.10.0-DEV","user","2023-08-14",5,5796,3693,0,2911849355,24.72
"1.10.0-DEV","user","2023-08-15",3,5854,3687,0,2962851157,30.607
"1.10.0-DEV","user","2023-08-16",4,1511,956,0,777042302,7.617
"1.10.0-DEV","user","2023-08-17",6,1008,943,14,3372229102,130.908
"1.10.0-DEV","user","2023-08-18",2,23,20,0,197477,0.003
"1.10.0-DEV","user","2023-08-19",1,204,200,1,534821721,2.349
"1.10.0-DEV","user","2023-08-20",5,229,217,0,332327185,0.486
"1.10.0-DEV","user","2023-08-21",4,13412,8528,21,8538738181,110.875
"1.10.0-DEV","user","2023-08-22",6,14677,9260,1,7455038306,80.173
"1.10.0-DEV","user","2023-08-23",4,18603,11721,1,9453362739,125.292
"1.10.0-DEV","user","2023-08-24",8,23224,14684,2,11791687573,119.411
"1.10.0-DEV","user","2023-08-25",7,17256,10931,0,8754616817,81.59
"1.10.0-DEV","user","2023-08-26",2,52,46,0,22520387,0.439
"1.10.0-DEV","user","2023-08-27",2,4485,2857,0,3823789679,35.493
"1.10.0-DEV","user","2023-08-28",2,10312,6513,3,5245909283,57.377
"1.10.0-DEV","user","2023-08-29",4,13373,8234,0,6908702953,75.178
"1.10.0-DEV","user","2023-08-30",5,14600,9234,7,7273335166,189.032
"1.10.0-DEV","user","2023-08-31",5,4975,3251,3,2457979636,27.896
"1.10.0-DEV","user","2023-09-01",3,63,35,0,52776259,0.024
"1.10.0-DEV","user","2023-09-02",2,18,14,1,12723916,0.14
"1.10.0-DEV","user","2023-09-03",3,20,14,0,13950938,0.014
"1.10.0-DEV","user","2023-09-04",6,176,158,1,146106317,1.065
"1.10.0-DEV","user","2023-09-05",5,239,194,0,195401984,0.799
"1.10.0-DEV","user","2023-09-06",3,59,41,0,22888223,0.024
"1.10.0-DEV","user","2023-09-07",3,291,251,0,90415264,0.903
"1.10.0-DEV","user","2023-09-08",2,116,97,0,42147832,0.594
"1.10.0-DEV","user","2023-09-09",4,33,25,0,13845980,0.021
"1.10.0-DEV","user","2023-09-10",1,6,4,0,6765478,0.005
"1.10.0-DEV","user","2023-09-11",6,519,470,4,491681109,4.382
"1.10.0-DEV","user","2023-09-12",4,48,41,0,49333599,0.941
"1.10.0-DEV","user","2023-09-13",1,6,3,0,279,0.001
"1.10.0-DEV","user","2023-09-14",2,17,13,0,20144467,0.034
"1.10.0-DEV","user","2023-09-15",2,32,26,0,13487480,0.011
"1.10.0-DEV","user","2023-09-17",2,12,8,0,7726747,0.007
"1.10.0-DEV","user","2023-09-18",1,10,5,0,465,0.005
"1.10.0-DEV","user","2023-09-19",5,455,390,0,163305894,0.95
"1.10.0-DEV","user","2023-09-20",4,188,167,0,77698789,5.316
"1.10.0-DEV","user","2023-09-21",2,381,334,0,116257713,0.141
"1.10.0-DEV","user","2023-09-22",1,481,421,0,130502681,0.444
"1.10.0-DEV","user","2023-09-23",1,5,3,0,6683900,0.002
"1.10.0-DEV","user","2023-09-24",1,6,4,0,6691604,0.016
"1.10.0-DEV","user","2023-09-25",4,329,322,2,632203575,59.073
"1.10.0-DEV","user","2023-09-26",1,4,2,0,186,0
"1.10.0-DEV","user","2023-09-27",2,643,561,0,199020210,0.165
"1.10.0-DEV","user","2023-09-28",3,560,468,0,198827600,0.654
"1.10.0-DEV","user","2023-09-29",5,325,225,0,101786259,2.618
"1.10.0-DEV","user","2023-09-30",2,22,13,0,26850979,0.01
"1.10.0-DEV","user","2023-10-01",1,93,49,0,33595856,0.056
"1.10.0-DEV","user","2023-10-02",5,121,81,0,61590372,9.109
"1.10.0-DEV","user","2023-10-04",2,54,28,0,26912013,21.99
"1.10.0-DEV","user","2023-10-05",3,416,345,12,150759353,10.359
"1.10.0-DEV","user","2023-10-06",2,452,380,5,137773256,3.835
"1.10.0-DEV","user","2023-10-07",3,171,139,0,55573917,0.632
"1.10.0-DEV","user","2023-10-08",1,25,22,0,6935863,0.007
"1.10.0-DEV","user","2023-10-09",7,568,501,4,344021440,21.236
"1.10.0-DEV","user","2023-10-10",4,300,260,0,107251661,0.491
"1.10.0-DEV","user","2023-10-11",3,204,179,0,65966294,0.248
"1.10.0-DEV","user","2023-10-15",1,321,311,2,550053998,9.816
"1.10.0-DEV","user","2023-10-16",1,7,5,0,7284380,0.007
"1.10.0-DEV","user","2023-10-19",1,39,32,0,17494374,0.009
"1.10.0-DEV","user","2023-10-20",1,5,3,0,6790576,0.021
"1.10.0-DEV","user","2023-10-22",1,21,20,0,6960873,0.007
"1.10.0-DEV","user","2023-10-23",2,203,196,6,238559471,1.142
"1.10.0-DEV","user","2023-10-24",2,146,126,0,47103314,0.115
"1.10.0-DEV","user","2023-10-25",2,291,245,1,109607372,234.266
"1.10.0-DEV","user","2023-10-26",3,128,120,1,353900028,284.255
"1.10.0-DEV","user","2023-10-27",2,230,201,0,69869443,0.065
"1.10.0-DEV","user","2023-10-28",1,275,242,0,77086549,0.15
"1.10.0-DEV","user","2023-10-29",1,4,2,0,186,0.002
"1.10.0-DEV","user","2023-10-30",3,178,157,0,194880923,459.232
"1.10.0-DEV","user","2023-10-31",2,16,12,0,13928503,0.006
"1.10.0-DEV","user","2023-11-02",1,3,2,0,6840505,0.528
"1.10.0-DEV","user","2023-11-03",1,13,8,0,20539166,0.042
"1.10.0-DEV","user","2023-11-04",2,38,35,1,84030783,0.061
"1.10.0-DEV","user","2023-11-05",2,190,170,0,337148742,10.795
"1.10.0-DEV","user","2023-11-06",4,221,214,1,196421545,31.767
"1.10.0-DEV","user","2023-11-20",2,13,10,0,15970751,0.086
"1.10.0-DEV","user","2023-11-21",1,2,1,0,93,0.001
"1.10.0-DEV","user","2023-11-22",1,2,1,0,93,0.001
"1.10.0-DEV","user","2023-11-23",1,5,4,0,54171,0.001
"1.10.0-DEV","user","2023-11-24",2,90,86,0,113802661,0.027
"1.10.0-DEV","user","2023-11-25",4,24,14,0,7048654,36.269
"1.10.0-DEV","user","2023-11-26",2,24,19,0,7254393,0.006
"1.10.0-DEV","user","2023-11-27",2,957,881,15,6250326044,47.898
"1.10.0-DEV","user","2023-11-28",4,86,78,0,24604801,0.01
"1.10.0-DEV","user","2023-11-29",1,9,7,0,8790811,0.003
"1.10.0-DEV","user","2023-11-30",2,109,104,1,174126582,0.273
"1.10.0-DEV","user","2023-12-01",2,36,18,0,1624,0.017
"1.10.0-DEV","user","2023-12-02",2,8,4,0,362,0.004
"1.10.0-DEV","user","2023-12-04",4,106,100,0,225975541,0.03
"1.10.0-DEV","user","2023-12-07",2,51,43,0,17647116,0.011
"1.10.0-DEV","user","2023-12-08",1,12,8,0,355922,0.003
"1.10.0-DEV","user","2023-12-09",1,10,8,0,7753877,0.002
"1.10.0-DEV","user","2023-12-12",3,244,227,1,139012346,0.425
"1.10.0-DEV","user","2023-12-13",2,13,8,0,13988726,0.005
"1.10.0-DEV","user","2023-12-16",1,41,36,0,64704450,0.038
"1.10.0-DEV","user","2023-12-17",1,182,179,0,408842988,1.38
"1.10.0-DEV","user","2023-12-19",4,151,135,0,525480289,3.315
"1.10.0-DEV","user","2023-12-20",1,20,13,0,478626,0.022
"1.10.0-DEV","user","2023-12-22",1,48,41,1,17686153,0.688
"1.10.0-DEV","user","2023-12-24",1,3,2,0,7028669,0.007
"1.10.0-DEV","user","2023-12-26",2,23,15,0,11083767,0.263
"1.10.0-DEV","user","2023-12-27",1,2,1,0,93,0.001
"1.10.0-DEV","user","2023-12-28",1,3,2,0,7039409,0.041
"1.10.0-DEV","user","2024-01-02",1,3,2,0,7053368,0.067
"1.10.0-DEV","user","2024-01-05",2,398,379,6,2761619313,37.567
"1.10.0-DEV","user","2024-01-06",1,42,40,0,11000425,1.617
"1.10.0-DEV","user","2024-01-08",1,14,7,0,651,0.007
"1.10.0-DEV","user","2024-01-09",1,627,614,7,2215762058,401.736
"1.10.0-DEV","user","2024-01-10",1,67,64,0,46018503,0.519
"1.10.0-DEV","user","2024-01-11",3,134,113,0,60583958,0.827
"1.10.0-DEV","user","2024-01-12",3,36,20,0,7128871,7.954
"1.10.0-DEV","user","2024-01-15",1,45,36,0,286051036,49.964
"1.10.0-DEV","user","2024-01-16",3,66,60,0,1180240094,1.789
"1.10.0-DEV","user","2024-01-17",1,11,7,0,7122749,0.05
"1.10.0-DEV","user","2024-01-18",3,6,3,0,279,0.003
"1.10.0-DEV","user","2024-01-19",2,39,34,0,9043313,0.106
"1.10.0-DEV","user","2024-01-20",1,8,6,0,12136261,0.074
"1.10.0-DEV","user","2024-01-21",2,94,78,0,1677115326,9.497
"1.10.0-DEV","user","2024-01-22",1,12,6,0,558,0.007
"1.10.0-DEV","user","2024-01-23",2,50,45,0,9233377,0.178
"1.10.0-DEV","user","2024-01-24",2,7,4,0,7138011,0.07
"1.10.0-DEV","user","2024-01-25",2,130,122,0,130515960,0.767
"1.10.0-DEV","user","2024-01-26",1,51,48,0,105916830,0.575
"1.10.0-DEV","user","2024-01-27",2,9,5,0,7149927,0.01
"1.10.0-DEV","user","2024-01-28",2,8,5,0,14309241,0.024
"1.10.0-DEV","user","2024-01-29",2,184,181,0,212331165,79.676
"1.10.0-DEV","user","2024-01-30",1,106,56,0,2140787,0.092
"1.10.0-DEV","user","2024-01-31",1,97,95,2,208653928,5.121
"1.10.0-DEV","user","2024-02-01",3,140,133,2,370738787,5.653
"1.10.0-DEV","user","2024-02-02",4,228,220,0,226511916,1.546
"1.10.0-DEV","user","2024-02-05",1,11,6,0,7191558,0.037
"1.10.0-DEV","user","2024-02-06",4,41,33,0,29944606,0.241
"1.10.0-DEV","user","2024-02-08",1,2,1,0,93,0.002
"1.10.0-DEV","user","2024-02-12",2,10,5,0,465,0.007
"1.10.0-DEV","user","2024-02-14",2,6,3,0,279,0.004
"1.10.0-DEV","user","2024-02-15",1,25,19,0,10717536,0.098
"1.10.0-DEV","user","2024-02-16",1,10,5,0,465,0.005
"1.10.0-DEV","user","2024-02-18",1,21,15,0,14145999,0.223
"1.10.0-DEV","user","2024-02-19",3,170,160,5,363961894,6.383
